"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"192","att.grappa","src/att/grappa/Edge.java","3","53","Parameter 'subg' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"193","att.grappa","src/att/grappa/Edge.java","3","53","Parameter 'tail' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"194","att.grappa","src/att/grappa/Edge.java","3","66","Parameter 'head' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"195","att.grappa","src/att/grappa/Edge.java","3","66","Parameter 'headPort' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"196","att.grappa","src/att/grappa/Edge.java","2","108","Avoid reassigning parameters such as 'head'","Design Rules","AvoidReassigningParameters"
"197","att.grappa","src/att/grappa/Edge.java","2","108","Avoid reassigning parameters such as 'headPort'","Design Rules","AvoidReassigningParameters"
"198","att.grappa","src/att/grappa/Edge.java","2","108","Avoid reassigning parameters such as 'key'","Design Rules","AvoidReassigningParameters"
"199","att.grappa","src/att/grappa/Edge.java","2","108","Avoid reassigning parameters such as 'tail'","Design Rules","AvoidReassigningParameters"
"200","att.grappa","src/att/grappa/Edge.java","2","108","Avoid reassigning parameters such as 'tailPort'","Design Rules","AvoidReassigningParameters"
"201","att.grappa","src/att/grappa/Edge.java","3","108","The constructor 'Edge' has a Cyclomatic Complexity of 25.","Code Size Rules","CyclomaticComplexity"
"202","att.grappa","src/att/grappa/Edge.java","3","110","Local variable 'directed' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"203","att.grappa","src/att/grappa/Edge.java","3","113","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"204","att.grappa","src/att/grappa/Edge.java","3","115","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"205","att.grappa","src/att/grappa/Edge.java","3","118","Use equals() to compare object references.","Design Rules","CompareObjectsWithEquals"
"206","att.grappa","src/att/grappa/Edge.java","1","119","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"207","att.grappa","src/att/grappa/Edge.java","3","121","Local variable 'enm' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"208","att.grappa","src/att/grappa/Edge.java","3","123","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"209","att.grappa","src/att/grappa/Edge.java","1","124","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"210","att.grappa","src/att/grappa/Edge.java","1","130","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"211","att.grappa","src/att/grappa/Edge.java","3","138","Local variable 'tmpNode' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"212","att.grappa","src/att/grappa/Edge.java","3","141","Local variable 'tmpPort' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"213","att.grappa","src/att/grappa/Edge.java","2","147","Avoid instantiating String objects; this is usually unnecessary.","String and StringBuffer Rules","StringInstantiation"
"214","att.grappa","src/att/grappa/Edge.java","2","151","Avoid instantiating String objects; this is usually unnecessary.","String and StringBuffer Rules","StringInstantiation"
"215","att.grappa","src/att/grappa/Edge.java","3","153","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"216","att.grappa","src/att/grappa/Edge.java","1","155","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"217","att.grappa","src/att/grappa/Edge.java","1","163","Overridable method 'setName' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"218","att.grappa","src/att/grappa/Edge.java","3","166","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"219","att.grappa","src/att/grappa/Edge.java","3","168","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"220","att.grappa","src/att/grappa/Edge.java","3","170","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"221","att.grappa","src/att/grappa/Edge.java","3","179","These nested if statements could be combined","Basic Rules","CollapsibleIfStatements"
"222","att.grappa","src/att/grappa/Edge.java","1","181","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"223","att.grappa","src/att/grappa/Edge.java","3","213","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"224","att.grappa","src/att/grappa/Edge.java","3","213","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"225","att.grappa","src/att/grappa/Edge.java","3","225","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"226","att.grappa","src/att/grappa/Edge.java","3","236","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"227","att.grappa","src/att/grappa/Edge.java","3","250","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"228","att.grappa","src/att/grappa/Edge.java","3","251","Local variable 'oldName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"229","att.grappa","src/att/grappa/Edge.java","3","266","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"230","att.grappa","src/att/grappa/Edge.java","5","321","Found 'DD'-anomaly for variable 'tail' (lines '321'-'325').","Controversial Rules","DataflowAnomalyAnalysis"
"231","att.grappa","src/att/grappa/Edge.java","5","321","Found 'DD'-anomaly for variable 'tail' (lines '321'-'327').","Controversial Rules","DataflowAnomalyAnalysis"
"232","att.grappa","src/att/grappa/Edge.java","5","322","Found 'DD'-anomaly for variable 'head' (lines '322'-'330').","Controversial Rules","DataflowAnomalyAnalysis"
"233","att.grappa","src/att/grappa/Edge.java","5","322","Found 'DD'-anomaly for variable 'head' (lines '322'-'332').","Controversial Rules","DataflowAnomalyAnalysis"
"234","att.grappa","src/att/grappa/Edge.java","3","341","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"235","att.grappa","src/att/grappa/Edge.java","3","380","The method 'attributeType' has a Cyclomatic Complexity of 18.","Code Size Rules","CyclomaticComplexity"
"236","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DD'-anomaly for variable 'convtype' (lines '381'-'388').","Controversial Rules","DataflowAnomalyAnalysis"
"237","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DD'-anomaly for variable 'convtype' (lines '381'-'390').","Controversial Rules","DataflowAnomalyAnalysis"
"238","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DD'-anomaly for variable 'convtype' (lines '381'-'392').","Controversial Rules","DataflowAnomalyAnalysis"
"239","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DD'-anomaly for variable 'convtype' (lines '381'-'394').","Controversial Rules","DataflowAnomalyAnalysis"
"240","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DD'-anomaly for variable 'convtype' (lines '381'-'396').","Controversial Rules","DataflowAnomalyAnalysis"
"241","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DD'-anomaly for variable 'convtype' (lines '381'-'398').","Controversial Rules","DataflowAnomalyAnalysis"
"242","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DD'-anomaly for variable 'convtype' (lines '381'-'400').","Controversial Rules","DataflowAnomalyAnalysis"
"243","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DD'-anomaly for variable 'convtype' (lines '381'-'402').","Controversial Rules","DataflowAnomalyAnalysis"
"244","att.grappa","src/att/grappa/Edge.java","5","381","Found 'DU'-anomaly for variable 'convtype' (lines '381'-'409').","Controversial Rules","DataflowAnomalyAnalysis"
"245","att.grappa","src/att/grappa/Edge.java","3","404","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"246","att.grappa","src/att/grappa/Edge.java","3","404","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"247","att.grappa","src/att/grappa/Edge.java","3","423","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"248","att.grappa","src/att/grappa/Edge.java","3","428","Consider replacing this Enumeration with the newer java.util.Iterator","Migration Rules","ReplaceEnumerationWithIterator"
"249","att.grappa","src/att/grappa/Edge.java","3","429","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"250","att.grappa","src/att/grappa/Edge.java","3","430","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"251","att.grappa","src/att/grappa/Edge.java","3","431","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"252","att.grappa","src/att/grappa/Edge.java","5","446","Found 'DD'-anomaly for variable 'tmpEdge' (lines '446'-'449').","Controversial Rules","DataflowAnomalyAnalysis"
"253","att.grappa","src/att/grappa/Edge.java","5","446","Found 'DD'-anomaly for variable 'tmpEdge' (lines '446'-'458').","Controversial Rules","DataflowAnomalyAnalysis"
"254","att.grappa","src/att/grappa/Edge.java","5","446","Found 'DU'-anomaly for variable 'tmpEdge' (lines '446'-'466').","Controversial Rules","DataflowAnomalyAnalysis"
"255","att.grappa","src/att/grappa/Edge.java","3","451","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"256","att.grappa","src/att/grappa/Edge.java","3","454","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"257","att.grappa","src/att/grappa/Edge.java","3","460","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"258","att.grappa","src/att/grappa/Edge.java","3","463","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"259","att.grappa","src/att/grappa/Element.java","3","11","This class has a bunch of public methods and attributes","Code Size Rules","ExcessivePublicCount"
"260","att.grappa","src/att/grappa/Element.java","3","29","Abstract classes should be named AbstractXXX","Naming Rules","AbstractNaming"
"261","att.grappa","src/att/grappa/Element.java","3","29","Avoid really long classes.","Code Size Rules","ExcessiveClassLength"
"262","att.grappa","src/att/grappa/Element.java","3","29","The class 'Element' has a Cyclomatic Complexity of 5 (Highest = 36).","Code Size Rules","CyclomaticComplexity"
"263","att.grappa","src/att/grappa/Element.java","3","29","Too many fields","Code Size Rules","TooManyFields"
"264","att.grappa","src/att/grappa/Element.java","3","31","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"265","att.grappa","src/att/grappa/Element.java","3","37","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"266","att.grappa","src/att/grappa/Element.java","3","37","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"267","att.grappa","src/att/grappa/Element.java","3","44","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"268","att.grappa","src/att/grappa/Element.java","3","44","It is somewhat confusing to have a field name with the same name as a method","Naming Rules","AvoidFieldNameMatchingMethodName"
"269","att.grappa","src/att/grappa/Element.java","3","45","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"270","att.grappa","src/att/grappa/Element.java","3","52","Avoid excessively long variable names like userAttributeTypeMap","Naming Rules","LongVariable"
"271","att.grappa","src/att/grappa/Element.java","3","52","Consider replacing this Hashtable with the newer java.util.Map","Migration Rules","ReplaceHashtableWithMap"
"272","att.grappa","src/att/grappa/Element.java","3","69","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"273","att.grappa","src/att/grappa/Element.java","3","105","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"274","att.grappa","src/att/grappa/Element.java","3","108","Consider replacing this Hashtable with the newer java.util.Map","Migration Rules","ReplaceHashtableWithMap"
